GroupName;Space;Role
TOPD_READ_GLOBAL_L0;TD_Hangzhou;Guest
TOPD_READ_GLOBAL_L0;TD_Koln;Guest
TOPD_READ_GLOBAL_L0;TD_Waterford;Guest
TOPD_READ_GLOBAL_L0;TD_INSULIN MANUFACTURING;Guest
TOPD_READ_GLOBAL_L0;TD_Origgio;Guest
TOPD_READ_GLOBAL_L0;TD_Northborough;Guest
TOPD_READ_GLOBAL_L0;TD_Luleburgaz;Guest
TOPD_READ_GLOBAL_L0;TD_E2E_DUPIXENT;Guest
TOPD_READ_GLOBAL_L0;TD_Jurong;Guest
TOPD_READ_GLOBAL_L0;TD_INTERNATIONAL OTHER COUNTRIES;Guest
TOPD_READ_GLOBAL_L0;TD_LeTrait;Guest
TOPD_READ_GLOBAL_L0;TD_Chattanooga;Guest
TOPD_READ_GLOBAL_L0;TD_Ocoyoacac;Guest
TOPD_READ_GLOBAL_L0;TD_ZYMES;Guest
TOPD_READ_GLOBAL_L0;TD_FraminghamBiosurgery;Guest
TOPD_READ_GLOBAL_L0;TD_Kawagoe;Guest
TOPD_READ_GLOBAL_L0;TD_Frankfurt Chemistry;Guest
TOPD_READ_GLOBAL_L0;TD_RARE DISEASES, ONCOLOGY & IMMUNOLOGY;Guest
TOPD_READ_GLOBAL_L0;TD_Csanyk;Guest
TOPD_READ_GLOBAL_L0;TD_Vertolaye;Guest
TOPD_READ_GLOBAL_L0;TD_Aramon;Guest
TOPD_READ_GLOBAL_L0;TD_SPECIALTY CARE IA GBU;Guest
TOPD_READ_GLOBAL_L0;TD_KAEC;Guest
TOPD_READ_GLOBAL_L0;TD_Narita;Guest
TOPD_READ_GLOBAL_L0;TD_Allston;Guest
TOPD_READ_GLOBAL_L0;TD_Sidi Abdallah;Guest
TOPD_READ_GLOBAL_L0;TD_Goa;Guest
TOPD_READ_GLOBAL_L0;TD_Geel;Guest
TOPD_READ_GLOBAL_L0;TD_SMALL MOLECULES LAUNCHES;Guest
TOPD_READ_GLOBAL_L0;TD_NEW PRODUCTS LAUNCHES MANUFACTURING;Guest
TOPD_READ_GLOBAL_L0;TD_Orel;Guest
TOPD_READ_GLOBAL_L0;TD_Ujpest;Guest
TOPD_READ_GLOBAL_L0;TD_SuzanoGemMed;Guest
TOPD_READ_GLOBAL_L0;TD_Anagni;Guest
TOPD_READ_GLOBAL_L0;TD_EUROPE, J PAC & CHINA;Guest
TOPD_READ_GLOBAL_L0;TD_Megrine;Guest
TOPD_READ_GLOBAL_L0;TD_Campinas;Guest
TOPD_READ_GLOBAL_L0;TD_Sisteron;Guest
TOPD_READ_GLOBAL_L0;TD_Tongi;Guest
TOPD_READ_GLOBAL_L0;TD_Virginia;Guest
TOPD_READ_GLOBAL_L0;TD_LyonPolyclonals;Guest
TOPD_READ_GLOBAL_L0;TD_Framingham Biologics;Guest
TOPD_READ_GLOBAL_L0;TD_FrankfurtInsulin;Guest
TOPD_READ_GLOBAL_L0;TD_Jakarta;Guest
TOPD_READ_GLOBAL_L0;TD_CLUSTER ARCHIVES;Guest
TOPD_READ_GLOBAL_L0;TD_Ridgefield;Guest
TOPD_READ_GLOBAL_L0;TD_DUPIXENT;Guest
TOPD_READ_GLOBAL_L0;TD_Lisieux;Guest
TOPD_READ_GLOBAL_L0;TD_Cairo;Guest
TOPD_READ_GLOBAL_L0;TD_Scoppito;Guest
TOPD_READ_GLOBAL_L0;TD_CHC-IA;Guest
TOPD_READ_GLOBAL_L0;TD_INTERNATIONAL DIRECT COUNTRIES;Guest
TOPD_READ_GLOBAL_L0;TD_E2E_INSULIN;Guest
TOPD_READ_GLOBAL_L0;TD_MuppireadyPally(MRP);Guest
TOPD_READ_GLOBAL_L0;TD_Veres;Guest
TOPD_READ_GLOBAL_L0;TD_Elbeuf;Guest
TOPD_READ_GLOBAL_L0;TD_Vitry;Guest
TOPD_READ_GLOBAL_L0;TD_ARCHIVES;Guest
TOPD_READ_GLOBAL_L0;TD_FrankfurtDevice;Guest
TOPD_READ_GLOBAL_L0;TopDecile Initiatives;Guest
TOPD_READ_GLOBAL_L0;TD_Ploermel;Guest
TOPD_READ_GLOBAL_L0;TD_Frankfurt SFS&P;Guest
TOPD_READ_GLOBAL_L0;TD_Waltloo;Guest
TOPD_READ_GLOBAL_L0;TD_HoChiMinh;Guest
TOPD_READ_GLOBAL_L0;TD_Amilly;Guest
TOPD_READ_GLOBAL_L0;TD_CLEXANE MANUFACTURING;Guest
TOPD_READ_GLOBAL_L0;TD_SAIS +;Guest
TOPD_READ_GLOBAL_L0;TD_Cali;Guest
TOPD_READ_GLOBAL_L0;TD_Ambares;Guest
TOPD_READ_GLOBAL_L0;TD_Brindisi;Guest
INI_MANU_CORE_READ;AXE3_MANUFACTURING CORE MODELS;Guest
INI_GLOB_READ;AXE3_MANUFACTURING CORE MODELS;Guest
Performance Programs & SMS Roadmap;Performance Programs & SMS Roadmap;Participant
ini_Upskilling_Activity_Placeholder;ini_Upskilling_Activy_Placeholder;Participant
AXE3_UPSKILLING;AXE3_UPSKILLING;Participant
CLUSTER ARCHIVE;CLUSTER ARCHIVE;Participant
CLUSTER ARCHIVE;Ankleshwar Chemistry;Participant
CLUSTER ARCHIVE;Ankleshwar Pharma;Participant
CLUSTER ARCHIVE;Villa Rica;Participant
CLUSTER ARCHIVE;Framingham Biosurgery;Participant
Z) ARCHIVES;Ankleshwar Pharma;Participant
Z) ARCHIVES;Framingham Biosurgery;Participant
Z) ARCHIVES;Z) ARCHIVES;Participant
Z) ARCHIVES;CLUSTER ARCHIVE;Participant
Z) ARCHIVES;Villa Rica;Participant
Z) ARCHIVES;Ankleshwar Chemistry;Participant
RARE DISEASES, ONCOLOGY & IMMUNOLOGY;Allston;Participant
RARE DISEASES, ONCOLOGY & IMMUNOLOGY;RARE DISEASES, ONCOLOGY & IMMUNOLOGY;Participant
RARE DISEASES, ONCOLOGY & IMMUNOLOGY;Lyon;Participant
RARE DISEASES, ONCOLOGY & IMMUNOLOGY;Frankfurt B&O;Participant
RARE DISEASES, ONCOLOGY & IMMUNOLOGY;Vitry;Participant
RARE DISEASES, ONCOLOGY & IMMUNOLOGY;Framingham;Participant
RARE DISEASES, ONCOLOGY & IMMUNOLOGY;Northborough;Participant
DUPIXENT;Waterford;Participant
DUPIXENT;Geel;Participant
DUPIXENT;Le Trait;Participant
DUPIXENT;DUPIXENT;Participant
C) SPECIALTY CARE IA GBU;DUPIXENT;Participant
C) SPECIALTY CARE IA GBU;C) SPECIALTY CARE IA GBU;Participant
C) SPECIALTY CARE IA GBU;Northborough;Participant
C) SPECIALTY CARE IA GBU;Lyon;Participant
C) SPECIALTY CARE IA GBU;Vitry;Participant
C) SPECIALTY CARE IA GBU;Waterford;Participant
C) SPECIALTY CARE IA GBU;Framingham;Participant
C) SPECIALTY CARE IA GBU;Frankfurt B&O;Participant
C) SPECIALTY CARE IA GBU;Allston;Participant
C) SPECIALTY CARE IA GBU;Le Trait;Participant
C) SPECIALTY CARE IA GBU;Geel;Participant
C) SPECIALTY CARE IA GBU;RARE DISEASES, ONCOLOGY & IMMUNOLOGY;Participant
CLUSTER SAIS +;Elbeuf;Participant
CLUSTER SAIS +;Vertolaye;Participant
CLUSTER SAIS +;Frankfurt Chemistry;Participant
CLUSTER SAIS +;Ujpest;Participant
CLUSTER SAIS +;Haverhill;Participant
CLUSTER SAIS +;Brindisi;Participant
CLUSTER SAIS +;CLUSTER SAIS +;Participant
B) SAIS +;Elbeuf;Participant
B) SAIS +;Vertolaye;Participant
B) SAIS +;Frankfurt Chemistry;Participant
B) SAIS +;B) SAIS +;Participant
B) SAIS +;Ujpest;Participant
B) SAIS +;Haverhill;Participant
B) SAIS +;Brindisi;Participant
B) SAIS +;CLUSTER SAIS +;Participant
NEW PRODUCTS LAUNCHES MANUFACTURING;Aramon;Participant
NEW PRODUCTS LAUNCHES MANUFACTURING;Sisteron Mourenx;Participant
NEW PRODUCTS LAUNCHES MANUFACTURING;Scoppito;Participant
NEW PRODUCTS LAUNCHES MANUFACTURING;Ambares;Participant
NEW PRODUCTS LAUNCHES MANUFACTURING;NEW PRODUCTS LAUNCHES MANUFACTURING;Participant
INTERNATIONAL OTHER COUNTRIES;INTERNATIONAL OTHER COUNTRIES;Participant
INTERNATIONAL OTHER COUNTRIES;Waltloo;Participant
INTERNATIONAL DIRECT COUNTRIES;Sidi Abdallah;Participant
INTERNATIONAL DIRECT COUNTRIES;Cairo;Participant
INTERNATIONAL DIRECT COUNTRIES;INTERNATIONAL DIRECT COUNTRIES;Participant
INTERNATIONAL DIRECT COUNTRIES;Luleburgaz;Participant
INTERNATIONAL DIRECT COUNTRIES;Goa;Participant
INTERNATIONAL DIRECT COUNTRIES;Campinas;Participant
INTERNATIONAL DIRECT COUNTRIES;Cali;Participant
INSULIN MANUFACTURING;Frankfurt Bio (DBO);Participant
INSULIN MANUFACTURING;Frankfurt Insulin;Participant
INSULIN MANUFACTURING;Frankfurt Devices (SFD);Participant
INSULIN MANUFACTURING;INSULIN MANUFACTURING;Participant
INSULIN MANUFACTURING;Frankfurt Fri2serv;Participant
EUROPE, J PAC & CHINA;Kawagoe;Participant
EUROPE, J PAC & CHINA;Hangzhou;Participant
EUROPE, J PAC & CHINA;Anagni;Participant
EUROPE, J PAC & CHINA;Riells;Participant
EUROPE, J PAC & CHINA;Amilly;Participant
EUROPE, J PAC & CHINA;Tours;Participant
EUROPE, J PAC & CHINA;EUROPE, J PAC & CHINA;Participant
CLEXANE MANUFACTURING;Maisons Alfort;Participant
CLEXANE MANUFACTURING;Jurong;Participant
CLEXANE MANUFACTURING;Ridgefield;Participant
CLEXANE MANUFACTURING;Ploermel;Participant
CLEXANE MANUFACTURING;CLEXANE MANUFACTURING;Participant
CLEXANE MANUFACTURING;Csanyik;Participant
A) GENERAL MEDICINE IA GBU;CLEXANE MANUFACTURING;Participant
A) GENERAL MEDICINE IA GBU;INTERNATIONAL OTHER COUNTRIES;Participant
A) GENERAL MEDICINE IA GBU;NEW PRODUCTS LAUNCHES MANUFACTURING;Participant
A) GENERAL MEDICINE IA GBU;A) GENERAL MEDICINE IA GBU;Participant
A) GENERAL MEDICINE IA GBU;Waltloo;Participant
A) GENERAL MEDICINE IA GBU;Cali;Participant
A) GENERAL MEDICINE IA GBU;Cairo;Participant
A) GENERAL MEDICINE IA GBU;Goa;Participant
A) GENERAL MEDICINE IA GBU;Campinas;Participant
A) GENERAL MEDICINE IA GBU;Scoppito;Participant
A) GENERAL MEDICINE IA GBU;Ambares;Participant
A) GENERAL MEDICINE IA GBU;Tours;Participant
A) GENERAL MEDICINE IA GBU;Amilly;Participant
A) GENERAL MEDICINE IA GBU;Kawagoe;Participant
A) GENERAL MEDICINE IA GBU;INTERNATIONAL DIRECT COUNTRIES;Participant
A) GENERAL MEDICINE IA GBU;Hangzhou;Participant
A) GENERAL MEDICINE IA GBU;Sidi Abdallah;Participant
A) GENERAL MEDICINE IA GBU;Luleburgaz;Participant
A) GENERAL MEDICINE IA GBU;Riells;Participant
A) GENERAL MEDICINE IA GBU;Sisteron Mourenx;Participant
A) GENERAL MEDICINE IA GBU;Aramon;Participant
A) GENERAL MEDICINE IA GBU;Jurong;Participant
A) GENERAL MEDICINE IA GBU;Ploermel;Participant
A) GENERAL MEDICINE IA GBU;Frankfurt Bio (DBO);Participant
A) GENERAL MEDICINE IA GBU;Maisons Alfort;Participant
A) GENERAL MEDICINE IA GBU;Anagni;Participant
A) GENERAL MEDICINE IA GBU;Ridgefield;Participant
A) GENERAL MEDICINE IA GBU;Csanyik;Participant
A) GENERAL MEDICINE IA GBU;Frankfurt Insulin;Participant
A) GENERAL MEDICINE IA GBU;Frankfurt Fri2serv;Participant
A) GENERAL MEDICINE IA GBU;Frankfurt Devices (SFD);Participant
A) GENERAL MEDICINE IA GBU;INSULIN MANUFACTURING;Participant
A) GENERAL MEDICINE IA GBU;EUROPE, J PAC & CHINA;Participant
TD_Vertolaye;TD_Vertolaye;Participant
TD_Ujpest;TD_Ujpest;Participant
TD_Haverhill;TD_Haverhill;Participant
TD_Frankfurt Chemistry;TD_Frankfurt Chemistry;Participant
TD_Elbeuf;TD_Elbeuf;Participant
TD_Brindisi;TD_Brindisi;Participant
TD_CHC-IA;TD_CHC-IA;Participant
TD_CLUSTER SAIS +;TD_CLUSTER SAIS +;Participant
TD_CHC;TD_CHC;Participant
TD_FraminghamBiosurgery;TD_FraminghamBiosurgery;Participant
TD_CLUSTER ARCHIVES;TD_CLUSTER ARCHIVES;Participant
TD_ARCHIVES;TD_ARCHIVES;Participant
TD_Vitry;TD_Vitry;Participant
TD_Northborough;TD_Northborough;Participant
TD_LyonPolyclonals;TD_LyonPolyclonals;Participant
TD_FrankfurtB&O;TD_FrankfurtB&O;Participant
TD_Framingham Biologics;TD_Framingham Biologics;Participant
TD_Allston;TD_Allston;Participant
TD_RARE DISEASES, ONCOLOGY & IMMUNOLOGY;TD_RARE DISEASES, ONCOLOGY & IMMUNOLOGY;Participant
TD_SAIS +;TD_SAIS +;Participant
TD_Sisteron;TD_Sisteron;Participant
Global Top Decile;TD_Aramon;Participant
Global Top Decile;TD_E2E_DUPIXENT;Participant
Global Top Decile;TD_Suzano;Participant
Global Top Decile;1a. Initiatives - Axe 3 - New Modules;Participant
Global Top Decile;TD_Megrine;Participant
Global Top Decile;ini_BioLIMS_OneLIMS;Participant
Global Top Decile;ini_FaCT;Participant
Global Top Decile;TD_FrankfurtDevice;Participant
Global Top Decile;ini_S4_HANA;Participant
Global Top Decile;TD_Jakarta;Participant
Global Top Decile;ini_Fit4 Development Labs;Participant
Global Top Decile;ini_MRO Initiative;Participant
Global Top Decile;TD_Cali;Participant
Global Top Decile;TD_Chattanooga;Participant
Global Top Decile;ini_Bio External Spend Direct Material;Participant
Global Top Decile;TD_Northborough;Participant
Global Top Decile;ini_ATHENA Value Improvement;Participant
Global Top Decile;ini_Advanced_Scheduling_QC;Participant
Global Top Decile;TD_Framingham Biologics;Participant
Global Top Decile;TD_CLUSTER SAIS +;Participant
Global Top Decile;TD_Ambares;Participant
Global Top Decile;ini_Cobot_AGV;Participant
Global Top Decile;ini_Plant_connectivity;Participant
Global Top Decile;TD_Kawagoe;Participant
Global Top Decile;TD_Tours;Participant
Global Top Decile;TD_Geel;Participant
Global Top Decile;TD_Ridgefield;Participant
Global Top Decile;TD_NEW PRODUCTS LAUNCHES MANUFACTURING;Participant
Global Top Decile;TD_Origgio;Participant
Global Top Decile;TD_SuzanoGemMed;Participant
Global Top Decile;TD_FrankfurtBio;Participant
Global Top Decile;TD_Csanyk;Participant
Global Top Decile;ini_Energy_Monitoring;Participant
Global Top Decile;TD_HoChiMinh;Participant
Global Top Decile;TD_Bioatrium;Participant
Global Top Decile;TopDecile Initiatives;Participant
Global Top Decile;ini_Kinaxis;Participant
Global Top Decile;ini_DGBI;Participant
Global Top Decile;TD_Vitry;Participant
Global Top Decile;ini_MES;Participant
Global Top Decile;ini_Engineering MVP;Participant
Global Top Decile;ini_iObeya;Participant
Global Top Decile;TD_Allston;Participant
Global Top Decile;ini_Other Maintenance;Participant
Global Top Decile;ini_CMC iLab;Participant
Global Top Decile;ini_Fit4 Sustainability;Participant
Global Top Decile;ini_Fit4 Supplier;Participant
Global Top Decile;TD_RARE DISEASES, ONCOLOGY & IMMUNOLOGY;Participant
Global Top Decile;TD_Brindisi;Participant
Global Top Decile;TD_Campinas;Participant
Global Top Decile;ini_CMC_Advanced_Analytics;Participant
Global Top Decile;ini_ITS CORE MODELS - Caducée;Participant
Global Top Decile;TD_CHC-IA;Participant
Global Top Decile;AXE3_FIT4FUTURE;Participant
Global Top Decile;TD_Veres;Participant
Global Top Decile;ini_Historian;Participant
Global Top Decile;TD_CHC;Participant
Global Top Decile;AXE3_RESTRUCTURING;Participant
Global Top Decile;TD_Maisons-Alfort;Participant
Global Top Decile;ini_QC_Lab_Automation;Participant
Global Top Decile;TD_Narita;Participant
Global Top Decile;ini_MARS;Participant
Global Top Decile;TD_FrankfurtInsulin;Participant
Global Top Decile;TD_LeTrait;Participant
Global Top Decile;TD_Koln;Participant
Global Top Decile;TD_Sidi Abdallah;Participant
Global Top Decile;TD_Tongi;Participant
Global Top Decile;TD_INTERNATIONAL DIRECT COUNTRIES;Participant
Global Top Decile;TD_EUROPE, J PAC & CHINA;Participant
Global Top Decile;TD_Ujpest;Participant
Global Top Decile;ini_CMMS;Participant
Global Top Decile;TD_Scoppito;Participant
Global Top Decile;ini_Twin Factory;Participant
Global Top Decile;TD_Karachi;Participant
Global Top Decile;TD_Luleburgaz;Participant
Global Top Decile;ini_Site Transitioning;Participant
Global Top Decile;ini_Digital Gemba;Participant
Global Top Decile;ini_eWork_Instructions;Participant
Global Top Decile;ini_HSI;Participant
Global Top Decile;TD_Amilly;Participant
Global Top Decile;ini_Fit4 Agile Flows;Participant
Global Top Decile;TD_Haverhill;Participant
Global Top Decile;ini_Fit4Future;Participant
Global Top Decile;ini_Fit4 CMO;Participant
Global Top Decile;TD_Anagni;Participant
Global Top Decile;TD_Rzeszow;Participant
Global Top Decile;TD_Jurong;Participant
Global Top Decile;ini_Fit4 Indirect Spends;Participant
Global Top Decile;TD_Frankfurt SFS&P;Participant
Global Top Decile;ini_CMC_PLM;Participant
Global Top Decile;TD_Lisieux;Participant
Global Top Decile;ini_Training;Participant
Global Top Decile;TD_Beijing;Participant
Global Top Decile;AXE3_DIGITAL;Participant
Global Top Decile;TD_INSULIN MANUFACTURING;Participant
Global Top Decile;ini_Ignyte_SPC;Participant
Global Top Decile;TD_INTERNATIONAL OTHER COUNTRIES;Participant
Global Top Decile;TD_LyonPolyclonals;Participant
Global Top Decile;TD_CLEXANE MANUFACTURING;Participant
Global Top Decile;AXE3_MAINTENANCE;Participant
Global Top Decile;TD_FraminghamBiosurgery;Participant
Global Top Decile;TD_Elbeuf;Participant
Global Top Decile;TD_CLUSTER ARCHIVES;Participant
Global Top Decile;TD_MuppireadyPally(MRP);Participant
Global Top Decile;TD_Goa;Participant
Global Top Decile;AXE3_EXTERNAL SPEND;Participant
Global Top Decile;ini_Athena Retrofits;Participant
Global Top Decile;TD_Hangzhou;Participant
Global Top Decile;TD_Virginia;Participant
Global Top Decile;TD_E2E_INSULIN;Participant
Global Top Decile;ini_Athena New Deployment;Participant
Global Top Decile;TD_Ploermel;Participant
Global Top Decile;TD_SAIS +;Participant
Global Top Decile;ini_Other Restructuring;Participant
Global Top Decile;ini_eOEE;Participant
Global Top Decile;TD_Ocoyoacac;Participant
Global Top Decile;ini_Fit4 Transferts_Industrialization;Participant
Global Top Decile;ini_HSD;Participant
Global Top Decile;TD_Orel;Participant
Global Top Decile;TD_Waterford;Participant
Global Top Decile;TD_Compiègne;Participant
Global Top Decile;ini_CQV;Participant
Global Top Decile;ini_eMaintenance;Participant
Global Top Decile;TD_SPECIALTY CARE IA GBU;Participant
Global Top Decile;TD_KAEC;Participant
Global Top Decile;TD_DUPIXENT;Participant
Global Top Decile;AXE3_MANUFACTURING CORE MODELS;Participant
Global Top Decile;TD_FrankfurtB&O;Participant
Global Top Decile;ini_LogBook;Participant
Global Top Decile;TD_GENERAL MEDICINE IA GBU;Participant
Global Top Decile;TD_Vertolaye;Participant
Global Top Decile;TD_Sisteron;Participant
Global Top Decile;TD_Waltloo;Participant
Global Top Decile;TD_Riells;Participant
Global Top Decile;TD_ARCHIVES;Participant
Global Top Decile;TD_Frankfurt Chemistry;Participant
Global Top Decile;TD_Cairo;Participant
TD_Scoppito;TD_Scoppito;Participant
TD_Aramon;TD_Aramon;Participant
TD_Ambares;TD_Ambares;Participant
TD_NEW PRODUCTS LAUNCHES MANUFACTURING;TD_NEW PRODUCTS LAUNCHES MANUFACTURING;Participant
TD_Waltloo;TD_Waltloo;Participant
TD_Tongi;TD_Tongi;Participant
TD_Megrine;TD_Megrine;Participant
TD_Karachi;TD_Karachi;Participant
TD_KAEC;TD_KAEC;Participant
TD_Jakarta;TD_Jakarta;Participant
TD_INTERNATIONAL OTHER COUNTRIES;TD_INTERNATIONAL OTHER COUNTRIES;Participant
TD_Sidi Abdallah;TD_Sidi Abdallah;Participant
TD_Luleburgaz;TD_Luleburgaz;Participant
TD_Goa;TD_Goa;Participant
TD_Campinas;TD_Campinas;Participant
TD_Cali;TD_Cali;Participant
TD_Cairo;TD_Cairo;Participant
TD_MuppireadyPally(MRP);TD_MuppireadyPally(MRP);Participant
TD_Orel;TD_Orel;Participant
TD_FrankfurtInsulin;TD_FrankfurtInsulin;Participant
TD_FrankfurtDevice;TD_FrankfurtDevice;Participant
TD_FrankfurtBio;TD_FrankfurtBio;Participant
TD_Frankfurt SFS&P;TD_Frankfurt SFS&P;Participant
TD_Beijing;TD_Beijing;Participant
TD_INSULIN MANUFACTURING;TD_INSULIN MANUFACTURING;Participant
TD_Tours;TD_Tours;Participant
TD_Riells;TD_Riells;Participant
TD_Kawagoe;TD_Kawagoe;Participant
TD_Hangzhou;TD_Hangzhou;Participant
TD_Anagni;TD_Anagni;Participant
TD_Amilly;TD_Amilly;Participant
TD_EUROPE, J PAC & CHINA;TD_EUROPE, J PAC & CHINA;Participant
TD_Waterford;TD_Waterford;Participant
TD_Le Trait;TD_LeTrait;Participant
TD_Geel;TD_Geel;Participant
TD_Bioatrium;TD_Bioatrium;Participant
TD_DUPIXENT;TD_DUPIXENT;Participant
TD_SPECIALTY CARE IA GBU;TD_SPECIALTY CARE IA GBU;Participant
TD_SuzanoGemMed;TD_SuzanoGemMed;Participant
TD_INTERNATIONAL DIRECT COUNTRIES;TD_INTERNATIONAL DIRECT COUNTRIES;Participant
TD_Ridgefield;TD_Ridgefield;Participant
TD_Ploermel;TD_Ploermel;Participant
TD_Maisons-Alfort;TD_Maisons-Alfort;Participant
TD_Jurong;TD_Jurong;Participant
TD_Csanyk;TD_Csanyk;Participant
TD_CLEXANE MANUFACTURING;TD_CLEXANE MANUFACTURING;Participant
TD_GENERAL MEDICINE IA GBU;TD_GENERAL MEDICINE IA GBU;Participant
ini_HSD;ini_HSD;Participant
ini_Fit4 CMO;ini_Fit4 CMO;Participant
ini_Fit4 Sustainability;ini_Fit4 Sustainability;Participant
ini_Fit4 Transferts_Industrialization;ini_Fit4 Transferts_Industrialization;Participant
AXE3_RESTRUCTURING;ini_Other Restructuring;Participant
AXE3_RESTRUCTURING;AXE3_RESTRUCTURING;Participant
AXE3_RESTRUCTURING;ini_Site Transitioning;Participant
AXE3_MANUFACTURING CORE MODELS;AXE3_MANUFACTURING CORE MODELS;Participant
AXE3_MANUFACTURING CORE MODELS;ini_ATHENA Value Improvement;Participant
AXE3_MANUFACTURING CORE MODELS;ini_Athena New Deployment;Participant
AXE3_MANUFACTURING CORE MODELS;ini_Athena Retrofits;Participant
AXE3_MANUFACTURING CORE MODELS;ini_MES;Participant
AXE3_MANUFACTURING CORE MODELS;ini_Kinaxis;Participant
AXE3_MANUFACTURING CORE MODELS;ini_ITS CORE MODELS - Caducée;Participant
AXE3_MANUFACTURING CORE MODELS;ini_CMMS;Participant
AXE3_MANUFACTURING CORE MODELS;ini_S4_HANA;Participant
AXE3_MANUFACTURING CORE MODELS;ini_BioLIMS_OneLIMS;Participant
AXE3_MAINTENANCE;ini_Other Maintenance;Participant
AXE3_MAINTENANCE;AXE3_MAINTENANCE;Participant
AXE3_MAINTENANCE;ini_MRO Initiative;Participant
INI-WRITE-AXE3_FIT4FUTURE_L1;ini_Fit4_VIA-PP;Participant
INI-WRITE-AXE3_FIT4FUTURE_L1;ini_Fit4 Sustainability;Participant
INI-WRITE-AXE3_FIT4FUTURE_L1;ini_Fit4 Agile Flows;Participant
INI-WRITE-AXE3_FIT4FUTURE_L1;AXE3_FIT4FUTURE;Participant
INI-WRITE-AXE3_FIT4FUTURE_L1;ini_Fit4 Development Labs;Participant
INI-WRITE-AXE3_FIT4FUTURE_L1;ini_Fit4 Transferts_Industrialization;Participant
INI-WRITE-AXE3_FIT4FUTURE_L1;ini_Fit4Future;Participant
AXE3_EXTERNAL SPEND;ini_Fit4 Supplier;Participant
AXE3_EXTERNAL SPEND;ini_Fit4 CMO;Participant
AXE3_EXTERNAL SPEND;ini_HSI;Participant
AXE3_EXTERNAL SPEND;AXE3_EXTERNAL SPEND;Participant
AXE3_EXTERNAL SPEND;ini_HSD;Participant
AXE3_EXTERNAL SPEND;ini_Bio External Spend Direct Material;Participant
AXE3_EXTERNAL SPEND;ini_Fit4 Indirect Spends;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_Energy_Monitoring;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_eWork_Instructions;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_Twin Factory;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_CQV;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_LogBook;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_Engineering MVP;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_Training;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_CMC_Advanced_Analytics;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_FaCT;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_Historian;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_Advanced_Scheduling_QC;Participant
INI-WRITE-AXE3_DIGITAL-L1;AXE3_DIGITAL;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_Plant_connectivity;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_Digital Gemba;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_eMaintenance;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_iObeya;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_OEE_VIA;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_DGBI;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_CMC_PLM;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_CMC iLab;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_Ignyte_SPC;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_MARS;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_SMED;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_QC_Lab_Automation;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_eOEE;Participant
INI-WRITE-AXE3_DIGITAL-L1;ini_Cobot_AGV;Participant
HoShin_SmsQuaterlyMeetings;SMS Quarterly Meetings;Participant
Training_Site4;Training_Site4;Participant
Training_Site3;Training_Site3;Participant
Training_Site2;Training_Site2;Participant
Training_Site1;Training_Site1;Participant
TRAINING_DIVISION3;TRAINING_DIVISION3;Participant
TRAINING_DIVISION3;Training_Site4;Participant
TRAINING_DIVISION2;TRAINING_DIVISION2;Participant
TRAINING_DIVISION2;Training_Site3;Participant
Training_Platform2;Training_Site4;Participant
Training_Platform2;Training_Platform2;Participant
Training_Platform2;TRAINING_DIVISION3;Participant
TRAINING_DIVISION1;Training_Site1;Participant
TRAINING_DIVISION1;TRAINING_DIVISION1;Participant
TRAINING_DIVISION1;Training_Site2;Participant
Training_Platform1;TRAINING_DIVISION1;Participant
Training_Platform1;Training_Site1;Participant
Training_Platform1;Training_Site3;Participant
Training_Platform1;Training_Site2;Participant
Training_Platform1;TRAINING_DIVISION2;Participant
Training_Platform1;Training_Platform1;Participant
GROUP_TEST;Test_INITIATIVES;Participant
GROUP_TEST;zz_TEST_Program;Participant
GROUP_TEST;TEST_Platform;Participant
GROUP_TEST;TEST_Division;Participant
GROUP_TEST;TEST_Site;Participant
Montpellier;Montpellier;Participant
SMALL MOLECULES - ORAL PLATFORM;Montpellier;Participant
SMALL MOLECULES - ORAL PLATFORM;SMALL MOLECULES - ORAL PLATFORM;Participant
